cov1,cov2,cov3,cov4,cov5,cov6,cov7,sal_pur_rat,igst_itc_tot_itc_rat,lib_igst_itc_rat
0.99993557,0.99808156,-0.12496733,0.3957472,0.77420545,0.972385,0.9988839,-0.035313297,2.1574228,-0.054447733
0.9379618,0.8315237,0.044327967,0.04782923,0.33041093,0.6779914,0.40090647,0.009279422,0.18929641,0.012278774
0.97808766,0.8970326,0.6250581,0.57076937,0.44794893,0.58633554,0.2760859,-0.033124737,-0.5700409,-0.050474677
0.92559713,0.8172879,0.022523547,-0.044363704,0.26490456,0.64228415,0.16870347,0.015142167,-0.4017267,0.0133077195
0.98114616,0.9227945,0.021447498,0.18605532,0.45578212,0.7888875,0.87476003,-0.033916373,1.5453293,-0.05076886
0.83760595,0.688615,0.24385461,0.1840474,0.25917405,0.45911196,0.19261424,0.26411468,-0.14571123,0.31908485
0.8877696,0.75885034,0.15464914,0.10505039,0.28467068,0.5481435,0.2233675,0.12698871,-0.15599307,0.1638882
0.8819907,0.73142207,0.26003236,0.17484471,0.281096,0.49754462,0.15345514,0.14016096,-0.34683168,0.18052241
0.9815689,0.9319343,-0.01249196,0.16097814,0.45671052,0.7839767,0.8790014,-0.03422382,1.5695157,-0.051311947
0.9240399,0.81643707,-0.041873857,-0.06612476,0.2794147,0.6503993,0.32082465,0.032967802,-0.03431697,0.04154808
0.9806389,0.90269095,0.570145,0.49183187,0.4257482,0.5966248,0.13832971,-0.033818126,-0.80286115,-0.051376153
0.9578624,0.85427094,0.25829792,0.1771618,0.34197664,0.6617137,0.17811505,-0.014709993,-0.55584794,-0.026328668
0.99984515,0.99606663,0.9577704,0.9345184,0.7843301,0.7659154,0.62209785,-0.03531329,-0.7639374,-0.054447684
0.9993213,0.99188167,0.8917856,0.8894302,0.7405453,0.78205514,0.8003376,-0.035313074,0.267653,-0.054446597
0.9731494,0.9176255,-0.06698304,0.050186962,0.40608323,0.7768102,0.7539092,-0.031116983,1.087673,-0.04521265
0.95997524,0.88631773,0.39797762,0.41601455,0.42038426,0.6340055,0.578866,-0.027294662,0.51471484,-0.03940928
0.93875974,0.83079386,0.037920058,-0.068434596,0.27733138,0.66721654,0.14531353,-0.0018265831,-0.53524464,-0.008720158
0.96996117,0.8920135,0.4415586,0.36593074,0.36936706,0.6120101,0.13385248,-0.031712487,-0.76224726,-0.048089173
0.9397271,0.84548503,-0.036615636,-0.07153115,0.29371697,0.68414694,0.26147068,0.0050790003,-0.15664582,0.0046788906
0.98932004,0.95452476,0.35289097,0.4581034,0.5212092,0.7992068,0.8094487,-0.034935545,0.9977139,-0.05353629
0.99657893,0.96795106,-0.28337735,-0.41446158,0.40157628,0.9170006,0.21625446,-0.035250667,-0.9194697,-0.054319616
0.9968951,0.97257817,0.83196187,0.802275,0.6071402,0.65594155,0.375893,-0.035298124,-0.7479715,-0.054404594
0.97037965,0.9027862,-0.060243957,0.09465702,0.4020889,0.75302064,0.8299396,-0.030272488,1.4352194,-0.042889696
0.9091801,0.7940146,0.097361214,0.0712078,0.29210994,0.6008694,0.33166322,0.058591105,-0.016022116,0.07754753
0.9931393,0.95640403,-0.37952793,-0.2784815,0.43427068,0.8898236,0.72366786,-0.034712255,0.69597363,-0.053081017
0.9871495,0.95231354,0.2655881,0.4191013,0.50166476,0.77613056,0.8294526,-0.03481296,1.280836,-0.053106684
0.9710414,0.89799225,-0.07207188,0.05698289,0.4034596,0.76143354,0.8322234,-0.031205367,1.3842912,-0.044665243
0.93692946,0.8579194,0.14112665,0.1463572,0.3353788,0.66014796,0.42482302,0.0070996084,0.26752806,0.0056881458
0.98062617,0.9001998,0.48141745,0.4010116,0.41897434,0.6617409,0.1676667,-0.032282952,-0.72130024,-0.049390126
0.999898,0.9961978,0.9125885,0.8565977,0.72068405,0.85159165,0.09922227,-0.035313293,-1.0552504,-0.05444771
0.90114355,0.7762377,-0.11820516,-0.103281364,0.27423638,0.61142206,0.37932017,0.09960257,0.3971752,0.15433112
0.9976558,0.97576624,0.81627333,0.77519584,0.5894506,0.687695,0.2316583,-0.035304207,-0.91278183,-0.054421935
0.92188025,0.8016483,-0.06280303,-0.12498488,0.2811635,0.6497507,0.24605353,0.023914449,-0.19185778,0.030173782
0.9951161,0.97184676,0.429731,0.57977384,0.5825827,0.823893,0.90330344,-0.035283882,1.5388871,-0.054340616
0.9986716,0.9869401,0.89778286,0.8801659,0.6793463,0.6916212,0.62657803,-0.035312362,-0.37923738,-0.054443814
0.9486316,0.8362712,0.03947705,-0.07295645,0.28645432,0.70604134,0.14659302,-0.012204579,-0.6104974,-0.021566497
0.9411255,0.8316184,-0.1076146,-0.16700254,0.28611162,0.6842452,0.21874739,0.0016602859,-0.31157103,0.0003728609
0.99915135,0.9897204,-0.3574487,-0.013927713,0.61342204,0.9467456,0.98767,-0.03531231,2.0463996,-0.054441553
0.92467123,0.80464154,-0.043582726,-0.13970986,0.26828283,0.6490234,0.17145033,0.027697492,-0.37379774,0.03450612
0.99503446,0.96577,-0.10073367,0.18796818,0.54093224,0.8621763,0.96970886,-0.03528404,1.9671434,-0.05431056
0.9952582,0.9691426,0.12336997,0.32992268,0.55286485,0.8667883,0.929209,-0.03527307,1.7128876,-0.054302655
0.9999949,0.9996491,-0.43920696,0.19598886,0.83440787,0.9930928,0.9998156,-0.0353133,2.1714787,-0.05444774
0.9994675,0.9928336,-0.26734325,0.16191934,0.66020393,0.9490159,0.9922405,-0.035313062,2.093419,-0.054446
0.95190656,0.84213334,0.2977223,0.16445795,0.31983033,0.6227523,0.10616208,-0.018845197,-0.71774817,-0.029988209
0.93542415,0.82961154,-0.06104063,-0.10893977,0.29909864,0.67716426,0.27945647,0.02724056,-0.12874036,0.03946782
0.92415,0.8057163,0.13764009,0.03425862,0.28442162,0.6155409,0.14890097,0.016603904,-0.5393921,0.016417218
0.93139666,0.8264842,-0.03697423,-0.041599903,0.2863658,0.6797399,0.37119642,0.0231518,0.20226952,0.023492144
0.9379914,0.8579738,0.15475371,0.17178094,0.3435895,0.65919524,0.4589397,-0.0033697695,0.28057632,-0.005819056
0.9382206,0.8158776,-0.075942434,-0.18325144,0.2713842,0.67725915,0.16001455,0.00037181203,-0.4895928,-0.0020426458
0.9861208,0.9245306,-0.09764157,-0.24690653,0.3404271,0.8225476,0.13070494,-0.034041118,-0.8516931,-0.05223649
0.9756645,0.9122183,-0.029942712,0.14335757,0.42326412,0.75754744,0.8450053,-0.032298163,1.540516,-0.047211334
0.9977568,0.97202986,0.7224896,0.6201807,0.5524728,0.7601198,0.09517884,-0.03530224,-1.0096966,-0.054415885
0.95429516,0.85094595,-0.1101836,-0.19623566,0.27911288,0.72730726,0.19097032,-0.015234908,-0.47385028,-0.025668398
0.88849723,0.754397,-0.0146698505,-0.098107435,0.24779642,0.57891804,0.15343463,0.10042433,-0.3046189,0.129929
0.9978561,0.9821148,-0.044841595,0.26672927,0.6006756,0.8973586,0.982974,-0.03530949,2.0277765,-0.054426678
0.9999806,0.99939513,0.95541185,0.95293397,0.8675595,0.91910887,0.95128185,-0.0353133,0.96597284,-0.054447737
0.9809624,0.9138406,-0.2879058,-0.3096891,0.33830312,0.8164578,0.3461427,-0.031330384,-0.2626188,-0.047073394
0.9774205,0.90935946,0.57482505,0.5943658,0.4648326,0.61748344,0.68728447,-0.034264788,0.79301655,-0.051937707
0.9761106,0.9133747,0.2452101,0.38344836,0.45938691,0.69707257,0.857814,-0.033900663,1.552459,-0.050605528
0.9842848,0.91250014,-0.09617816,-0.23535515,0.34057626,0.82443434,0.153601,-0.03282572,-0.7854705,-0.05040944
0.95649487,0.8586037,0.038745668,-0.038487904,0.302464,0.708911,0.17151041,-0.016936382,-0.53976303,-0.028365765
0.9829106,0.92960346,0.26796368,0.41421527,0.48968288,0.73867476,0.86122745,-0.0344431,1.4854491,-0.05216252
0.99022436,0.9497247,-0.25788784,-0.05694629,0.46220323,0.8525813,0.90977585,-0.034897238,1.6800001,-0.05309669
0.9979654,0.9760216,0.84355587,0.7932728,0.6099581,0.6714002,0.19112758,-0.035306815,-0.964514,-0.054426845
0.9200018,0.78629166,0.45005897,0.3810841,0.32943466,0.46101663,0.1416434,0.005909052,-0.51253116,0.00964355
0.98969257,0.93877906,-0.2976356,-0.36151433,0.35425267,0.86146176,0.2940646,-0.03430308,-0.61732584,-0.052620906
0.93205714,0.8271467,0.10134442,0.06545278,0.3215057,0.65089244,0.28525808,0.042221673,-0.123044826,0.049253277
0.86202973,0.7191822,0.053754,-0.0009656614,0.2458175,0.53792846,0.23503882,0.17965396,0.0011367183,0.2293861
0.982112,0.91113025,0.3417852,0.22803411,0.3891433,0.7245597,0.17087498,-0.032664247,-0.7620571,-0.05033883
0.963649,0.8871912,-0.15323746,-0.033598397,0.37646526,0.7454017,0.7752125,-0.026665078,1.316223,-0.03482809
0.97655976,0.90568846,-0.18547906,-0.25402778,0.3262733,0.80113095,0.27035755,-0.028832905,-0.45104346,-0.044169556
0.9884137,0.94398004,-0.22413062,-0.06335463,0.4487602,0.8540281,0.86510164,-0.034674317,1.4219775,-0.052622564
0.96917856,0.90154237,0.09295114,0.17391574,0.40675303,0.74563175,0.7091309,-0.027676065,0.99326444,-0.040086713
0.9770428,0.9020119,-0.20664209,-0.2728117,0.327328,0.7991364,0.24980457,-0.030435404,-0.50022465,-0.046119973
0.99703884,0.97095704,0.81269836,0.75950265,0.5784541,0.6907475,0.24257825,-0.035298046,-0.89560354,-0.054405045
0.9962557,0.9769968,0.7285715,0.7733609,0.6279574,0.74281716,0.79408276,-0.035298523,0.78604734,-0.054394018
0.9858345,0.92277306,-0.11206114,-0.23728438,0.34820014,0.831515,0.18667407,-0.033604328,-0.7915363,-0.05183276
0.97944415,0.92819446,0.075604096,0.13472654,0.41444033,0.7992353,0.65064275,-0.03208873,0.5710592,-0.048151344
0.97652894,0.9088545,-0.12097447,-0.1324493,0.36603907,0.810971,0.4168451,-0.025512563,0.052539065,-0.039326075
0.9002846,0.78053796,-0.06260521,-0.051407203,0.27618968,0.62450033,0.41566402,0.09963064,0.42849657,0.14012767
0.82164055,0.6746066,0.14243184,0.06703175,0.2341323,0.47765097,0.17732678,0.3108366,-0.120301336,0.39529958
0.99378747,0.95610416,-0.25622413,-0.37621704,0.37076917,0.8850911,0.18740869,-0.035077643,-0.8560215,-0.05398848
0.9936695,0.9634158,-0.16113366,0.08601764,0.51150465,0.8740147,0.9259748,-0.03516292,1.7088197,-0.05395232
0.9185981,0.8026219,0.119431734,0.024854675,0.27340737,0.60051006,0.14800164,0.035831884,-0.46990517,0.038014308
0.99597466,0.9711981,-0.3342077,-0.09938893,0.519341,0.9064437,0.93700475,-0.03524139,1.7287232,-0.05417666
0.97345376,0.91035575,-0.08543095,0.035980586,0.4017529,0.77027154,0.772587,-0.030383937,1.2738688,-0.043745704
0.99913645,0.98630124,-0.47755527,-0.542459,0.45941415,0.95554173,0.313093,-0.035309188,-0.9108775,-0.0544367
0.9917606,0.96124303,0.52235013,0.61396456,0.56003857,0.7586369,0.86163163,-0.03522873,1.3598601,-0.05415957
0.96664584,0.87481076,0.46796918,0.41331175,0.40302685,0.63468003,0.3618715,-0.028228547,-0.23789875,-0.043007635
0.92952436,0.8269871,-0.11118086,-0.07720527,0.30586287,0.67405456,0.46978682,0.033743784,0.5161755,0.055397857
0.9999781,0.9990299,-0.6310656,-0.29339144,0.75189275,0.99193525,0.9968501,-0.035313297,2.1000361,-0.05444773
0.9997351,0.99473417,0.90818465,0.8867455,0.73921096,0.8512458,0.6079115,-0.035313223,-0.762569,-0.05444744
0.94051814,0.8334064,-0.037036214,-0.11640884,0.28830743,0.6701909,0.18674113,0.0036774816,-0.47157767,0.0025259843
0.95232296,0.84733355,-0.061007414,-0.15844221,0.30163836,0.7171224,0.20356865,-0.011746629,-0.5012039,-0.019104918
0.93263346,0.81423336,0.4689446,0.4224528,0.35776976,0.52388585,0.29654258,-0.005749109,-0.17623748,-0.007587172
0.91663516,0.8032667,-0.044319473,-0.10066441,0.26953354,0.6432271,0.21845035,0.041315854,-0.21062236,0.045850363
0.9808511,0.9253736,0.048929527,0.21712403,0.4586036,0.7778595,0.85248566,-0.033945035,1.5281749,-0.050861977
0.993348,0.9605705,-0.20703222,0.058678526,0.5085757,0.86009467,0.94933236,-0.035210233,1.8820984,-0.054054134
0.97141105,0.881377,0.22228573,0.09412838,0.35702494,0.68958104,0.12776023,-0.029788584,-0.78316414,-0.04459121
0.9937254,0.9646724,-0.31926945,-0.11913542,0.48159868,0.893124,0.8792987,-0.035086747,1.4154341,-0.053760536
0.9949783,0.9742147,0.27368066,0.4812947,0.5762969,0.8360746,0.9131513,-0.035275828,1.6773322,-0.0543073
0.97159714,0.8838262,0.41642982,0.30695146,0.37770715,0.62855667,0.14093193,-0.03044595,-0.77836293,-0.046344068
0.99257433,0.9440986,-0.09903233,-0.2576727,0.38935712,0.8663294,0.1219933,-0.034932733,-0.9142955,-0.053703003
0.95263827,0.8497396,-0.12832725,-0.057243444,0.34111443,0.7319933,0.6623089,-0.012491652,0.9757587,-0.011658171
0.9607389,0.8613061,-0.105128296,-0.2087678,0.28882152,0.7402864,0.16200219,-0.021969635,-0.56017864,-0.034539007
0.9928757,0.95921254,0.065105915,0.30275825,0.5299228,0.83733696,0.9347233,-0.035198737,1.8104184,-0.054069754
0.99232376,0.9558475,0.6980943,0.7073755,0.56241316,0.69809175,0.6538835,-0.035202794,0.3038188,-0.054154977
0.96530485,0.87294817,0.41800624,0.3422304,0.3944134,0.6174118,0.16117679,-0.025095616,-0.6881563,-0.038179263
0.8586942,0.7087025,0.20609976,0.11800079,0.25484842,0.48536164,0.13896437,0.18311621,-0.3257554,0.22674203
0.9656921,0.8638385,0.021599432,-0.09326935,0.32208964,0.742295,0.15730272,-0.021101562,-0.6641294,-0.034850545
0.9923716,0.96278197,0.0110009005,0.24655026,0.5265734,0.8357114,0.93124324,-0.035184283,1.7779297,-0.053994976
0.93926895,0.83493394,0.3430282,0.33005443,0.36762264,0.5940375,0.4022792,-0.0013419666,0.17719041,-0.0027573195
0.9989561,0.9837611,0.8621721,0.81893766,0.6458061,0.7549444,0.32687742,-0.03531117,-0.9185541,-0.054441337
0.9637662,0.8799106,-0.086607724,0.0031827479,0.37165833,0.75730795,0.73000276,-0.023209589,1.0570945,-0.030627195
0.8725487,0.7245285,0.10234683,0.015419901,0.26276717,0.5442486,0.14626628,0.21891755,-0.24461186,0.26810032
0.9723949,0.8855817,0.08969926,-0.046421517,0.3264459,0.7514318,0.13970819,-0.027314112,-0.7355551,-0.04337968
0.9407012,0.81351155,-0.07427849,-0.1567508,0.27582037,0.6872231,0.19992879,0.0029742513,-0.35734025,-0.0019111986
0.9216015,0.79391986,0.20829478,0.09810096,0.29217112,0.55601746,0.118259326,0.01639225,-0.559732,0.025388736
0.9765872,0.9000913,0.57457083,0.51917714,0.418262,0.58687276,0.21330099,-0.03289502,-0.6317071,-0.050198536
0.99907583,0.9861927,0.8747353,0.8252958,0.6418452,0.73263687,0.22703896,-0.03531253,-0.9938219,-0.05444494
0.9346747,0.82585096,0.4285177,0.3794257,0.34942114,0.5008738,0.19341747,-0.011933402,-0.47351393,-0.016369533
0.9394529,0.8231465,0.22239226,0.1266444,0.31352118,0.60279524,0.15454744,-0.007523315,-0.549716,-0.01223336
0.99052906,0.9425639,0.73407555,0.68185145,0.4974962,0.60311323,0.26762465,-0.035097793,-0.7269585,-0.05396604
0.97232765,0.88775337,0.6075532,0.53845155,0.40719962,0.5257739,0.14538258,-0.033096753,-0.73502946,-0.04999327
0.95662874,0.8613799,-0.112367555,-0.19910902,0.2934837,0.7341694,0.2224072,-0.019502291,-0.46324456,-0.029366992
0.9792209,0.90489477,0.02288317,-0.11541372,0.33352795,0.7693575,0.122078426,-0.032265794,-0.8446837,-0.04942689
0.99805194,0.97560036,0.6063576,0.44977555,0.5207373,0.82482,0.05294109,-0.0353029,-1.0264013,-0.05442116
0.98390824,0.93956393,-0.02248173,0.13416116,0.44174734,0.8154919,0.8115109,-0.033644162,1.2522267,-0.05071969
0.8932891,0.7817171,0.15723145,0.1954144,0.32083875,0.5690521,0.61359787,0.038481552,0.9580284,0.06936996
0.9955897,0.9706928,-0.22860819,0.00598632,0.5357403,0.89439815,0.95518494,-0.03527115,1.8407279,-0.054275405
0.952898,0.84632564,0.32909954,0.20065285,0.33389688,0.5990133,0.10169005,-0.02114574,-0.7587987,-0.031927675
0.9485178,0.86576474,0.34554496,0.3566071,0.37515688,0.63204455,0.48575845,-0.016922802,0.32697746,-0.026849942
0.9776834,0.8916108,0.60688674,0.5373695,0.4267928,0.5397107,0.14075981,-0.03352324,-0.7734655,-0.050718643
0.9855866,0.92634696,0.59663516,0.5298356,0.45355138,0.61178535,0.13907698,-0.03455251,-0.86542165,-0.05293724
0.9900553,0.95069885,0.24258226,0.4293902,0.5381442,0.77518576,0.93876,-0.035209943,1.8420087,-0.054025777
0.91785014,0.7853655,0.24546313,0.17670697,0.2885999,0.5759414,0.23069733,0.02613531,-0.26784757,0.024879897
0.9526511,0.84006786,0.37585813,0.30815297,0.36866608,0.60456306,0.22182854,-0.011339627,-0.47349063,-0.018910907
0.9562034,0.8501536,0.018116402,-0.084434085,0.3005854,0.6969329,0.16607133,-0.017360132,-0.6035503,-0.0279194
0.9146416,0.78848314,-0.04011904,-0.11213104,0.26082328,0.6218995,0.19486466,0.039228737,-0.28641185,0.052319787
0.98578507,0.92206895,0.67249703,0.625378,0.48628196,0.6254447,0.32563484,-0.034400668,-0.53226954,-0.0526931
0.90206766,0.77471155,0.046867914,-0.053991325,0.25866252,0.60611516,0.14925365,0.08179478,-0.40544444,0.099694215
0.9681789,0.89537233,-0.23139517,-0.19284715,0.3420707,0.77301097,0.47322574,-0.022922726,0.22996412,-0.03360392
0.9940136,0.9721866,0.26807052,0.4356868,0.55544156,0.84451187,0.8844785,-0.035230055,1.4599532,-0.05420751
0.98680466,0.94142735,0.45120397,0.5357272,0.510557,0.7353378,0.7924919,-0.034827124,1.0617704,-0.05316678
0.99955094,0.9893199,0.8549694,0.78790665,0.6577102,0.81411743,0.1525875,-0.035312947,-1.0291914,-0.05444652
0.9792297,0.9079816,-0.22474186,-0.28977388,0.31888533,0.8167308,0.26393512,-0.031375278,-0.45189163,-0.048094377
0.9974294,0.9777447,-0.22776504,0.08746277,0.5672996,0.90557635,0.98061174,-0.03530466,2.011349,-0.05440203
0.9769943,0.8982796,0.06752698,-0.041138455,0.34285024,0.76403356,0.14597267,-0.030551849,-0.76324946,-0.047073197
0.9882834,0.949542,0.5916453,0.62547785,0.53004134,0.7231884,0.74427825,-0.035058763,0.7961451,-0.05380011
0.9974052,0.97181016,-0.37326598,-0.4648979,0.41717923,0.928621,0.2749657,-0.035267383,-0.8659577,-0.0543439
0.9963062,0.9740977,-0.27144757,-0.010673423,0.5391741,0.9005339,0.9534826,-0.03526564,1.8386656,-0.05425368
0.9743654,0.8882859,0.3742416,0.27521172,0.36498138,0.6959433,0.20452906,-0.03030066,-0.6448947,-0.04696042
0.999459,0.9924261,-0.5130001,-0.28370154,0.6060932,0.9663757,0.96663034,-0.035311934,1.7708589,-0.05444058
0.988518,0.94860965,-0.131356,-0.0037831052,0.45941806,0.8530448,0.8457542,-0.03456612,1.2944107,-0.052556615
0.9899053,0.9485779,-0.33526862,-0.2552751,0.41242486,0.86240035,0.62684155,-0.03389313,0.4869251,-0.051400602
0.9585493,0.88475704,-0.08020675,-0.018039871,0.3472105,0.7371194,0.53341496,-0.018568542,0.48400593,-0.027037485
0.9954681,0.96943825,-0.34529316,-0.16189738,0.4891118,0.90336025,0.8900243,-0.03513046,1.4418416,-0.053904966
0.99967915,0.9930176,0.9340234,0.906466,0.7263522,0.73135394,0.37153447,-0.035313237,-0.9373279,-0.054447427
0.99917215,0.9910912,0.36785433,0.6212201,0.69344765,0.9088164,0.97734404,-0.035312846,1.9456074,-0.054444995
0.93204975,0.8307598,0.07295085,0.15327486,0.35558963,0.64439225,0.71798426,-0.008951635,1.1876347,-0.0026710657
0.9995705,0.99105394,0.9020223,0.85969806,0.6876805,0.7711954,0.23959841,-0.035313096,-1.0079169,-0.05444697
0.8581463,0.72478014,0.10771716,0.09206011,0.2721446,0.52418625,0.31939906,0.22290316,0.23920248,0.29691955
0.92251503,0.7918281,0.35811272,0.30547047,0.32773167,0.5352145,0.25575572,0.022416787,-0.21857773,0.02943017
0.9529127,0.87121075,0.34467453,0.40402216,0.4036184,0.6161707,0.66330785,-0.026926126,0.93259716,-0.037464328
0.97807217,0.90826005,-0.28249326,-0.21123889,0.37133193,0.814179,0.61681914,-0.02985819,0.59918773,-0.0435696
0.9574504,0.8692491,-0.10411445,-0.061602905,0.33701655,0.7388734,0.5613193,-0.010790379,0.66680205,-0.01198103
0.96755016,0.89220697,0.4814557,0.42309305,0.3944801,0.58676684,0.17876133,-0.03150954,-0.68250483,-0.047688726
0.9731079,0.89241886,0.55328953,0.4772096,0.41036797,0.57000273,0.15633854,-0.032837126,-0.75656164,-0.04980172
0.9901992,0.93805575,0.18190716,6.419354e-05,0.38893482,0.8034409,0.081889324,-0.03474583,-0.95657676,-0.053376406
0.9905058,0.9523235,0.72725827,0.73973864,0.5599898,0.63327193,0.70011187,-0.035181932,0.6418368,-0.05405742
0.9931875,0.947066,-0.17967743,-0.3098457,0.38879323,0.87244856,0.14770538,-0.034976996,-0.8926282,-0.05377776
0.8885338,0.77830595,0.009886001,0.0037726683,0.27435943,0.5921851,0.38060686,0.11777843,0.24245253,0.16811338
0.98138523,0.90426546,-0.18150961,-0.28531158,0.33388293,0.814081,0.19686826,-0.03244002,-0.6691822,-0.04976421
0.93203425,0.80247194,-0.026143515,-0.10828807,0.27922353,0.6725521,0.19779585,0.013067387,-0.35593495,0.012623773
0.99149776,0.941055,0.7060418,0.6427269,0.51048976,0.6385327,0.20706843,-0.035032507,-0.81799895,-0.0538615
0.967792,0.8785005,0.31329903,0.18109125,0.3397834,0.6627479,0.13430813,-0.029177947,-0.75272095,-0.045127053
0.8954813,0.7590644,-0.037464924,-0.11022939,0.25921893,0.6058582,0.21668848,0.094310336,-0.17490315,0.12531658
0.97658736,0.8970322,-0.11447337,-0.22585805,0.32915652,0.78008527,0.17326395,-0.03118268,-0.69207555,-0.04752608
0.9868488,0.9320416,0.7316558,0.6968579,0.50000036,0.5600252,0.33216554,-0.034864355,-0.5195652,-0.053462774
0.8963039,0.79034126,0.13061585,0.104098454,0.27788422,0.5755375,0.33349526,0.056404818,0.045840364,0.07145126
0.95349026,0.8432646,0.08878062,-0.030264942,0.3131923,0.6914515,0.15960513,-0.007754062,-0.5914587,-0.01750734
0.99965674,0.9915836,-0.47328603,-0.5761357,0.5031965,0.9734809,0.30298805,-0.035312634,-0.99589825,-0.05444587
0.98650026,0.9434565,-0.091055945,0.06637892,0.45669383,0.8369275,0.8583599,-0.034173697,1.3708104,-0.051735036
0.993857,0.96411824,-0.22696695,-0.002027215,0.50193226,0.8760748,0.9402514,-0.03518151,1.7977016,-0.05398198
0.956395,0.8747964,0.26055437,0.3183435,0.38902918,0.66673,0.5934683,-0.022489404,0.70838135,-0.03298918
0.908127,0.8056099,0.2735595,0.28829998,0.33807936,0.5639311,0.43155864,0.03376501,0.3582923,0.047331467
0.9309144,0.81768316,0.24216135,0.19097485,0.3267295,0.6027967,0.26844394,0.021948129,-0.18594469,0.021032272
0.9981078,0.98347783,0.8682089,0.84719974,0.64417803,0.68720645,0.5057004,-0.035310205,-0.590403,-0.05443656
0.978452,0.89981526,0.60119843,0.51417005,0.412766,0.58970296,0.17771992,-0.033691674,-0.73562926,-0.051343814
0.99231714,0.9426577,0.75898045,0.7134551,0.5297508,0.6047204,0.2690418,-0.03514202,-0.7301522,-0.054016996
0.9278102,0.8595642,0.108497635,0.14499171,0.33259892,0.64254093,0.4785205,0.006007691,0.3544009,0.009498036
0.99928415,0.9913179,0.7718113,0.83878046,0.7247838,0.8300962,0.96668833,-0.03531322,1.8745897,-0.05444706
0.9223465,0.82624406,0.24045216,0.23751597,0.32240826,0.60301965,0.3625311,0.022809315,0.15558837,0.024342554
0.96454173,0.8899927,0.08078017,0.17689803,0.40153825,0.7256626,0.7399945,-0.027996553,1.1422945,-0.039801374
0.9607364,0.8763038,-0.2086072,-0.17759158,0.3311081,0.74526083,0.47967455,-0.01994064,0.23170057,-0.027868453
0.98314357,0.9354406,0.36468366,0.46790656,0.49463978,0.73596114,0.7896328,-0.034522448,1.1601104,-0.052396886
0.99568963,0.9754074,0.54719055,0.67007846,0.61345804,0.79837966,0.9211534,-0.035300206,1.6362787,-0.054390687
0.94252044,0.8362572,0.034097455,0.031416357,0.33832216,0.6996422,0.41007897,0.013844938,0.14399068,0.013246776
0.9592407,0.85368913,-0.024476856,-0.14410721,0.30590835,0.7305157,0.14777698,-0.017398058,-0.6572741,-0.027703093
0.9830107,0.9352307,0.6350707,0.6653641,0.5166859,0.6348528,0.7193345,-0.034980755,0.8486221,-0.0534917
0.9920506,0.95334977,0.75517625,0.7385206,0.54462445,0.6367575,0.50969416,-0.035194207,-0.1536258,-0.054152336
0.9533104,0.8588422,-0.13796526,-0.19614278,0.29553658,0.72239673,0.23645166,-0.01474382,-0.33082286,-0.022109518
0.9950618,0.96652824,-0.34505188,-0.118833005,0.51436913,0.89247733,0.9483908,-0.03524591,1.8129969,-0.05417218
0.92121404,0.8102005,0.36770836,0.36301598,0.34394625,0.53598017,0.4301211,0.0066039483,0.35843068,0.010360975
0.91204923,0.78040123,0.11941082,0.05075553,0.28281644,0.5805105,0.19723147,0.039334644,-0.36637387,0.048950467
0.96816355,0.87191725,0.5718337,0.5185305,0.4118408,0.56356657,0.25257206,-0.02993067,-0.49288353,-0.045256175
0.93649286,0.808646,0.35492733,0.25649193,0.32189807,0.55464786,0.13730104,-0.010394342,-0.57839423,-0.015768373
0.9300932,0.8378464,0.07840462,0.036871944,0.30389175,0.646295,0.23514977,0.021533065,-0.21555974,0.024661222
0.9974351,0.97631055,0.85233754,0.82721245,0.6303631,0.6750705,0.5411498,-0.03530488,-0.46112058,-0.05442063
0.9651287,0.86587423,0.52950746,0.45108652,0.4056521,0.56255674,0.22082014,-0.027907431,-0.5766584,-0.04194707
0.9797523,0.9200067,0.5952915,0.6015508,0.48092058,0.6246017,0.5395993,-0.033661388,0.18318473,-0.051158205
0.88577074,0.7424634,0.164117,0.0880483,0.27081347,0.55548054,0.1677393,0.1359792,-0.2875758,0.16010125
0.9625455,0.86458844,0.54030555,0.47474948,0.40239188,0.55846924,0.23598027,-0.027942546,-0.5259211,-0.0419242
0.9929443,0.9552892,0.767717,0.75287336,0.5460027,0.60744715,0.39896673,-0.03522107,-0.5163628,-0.054204576
0.97305626,0.8959057,0.14466739,0.2715959,0.44206557,0.71409655,0.8984531,-0.033996254,1.6620045,-0.05044368
0.9856398,0.9314159,-0.28585196,-0.108933695,0.43001238,0.83100027,0.8496847,-0.03371346,1.4350321,-0.050403472
0.99442506,0.96109957,0.80373234,0.7650965,0.56034374,0.6290278,0.35988453,-0.035265155,-0.6736841,-0.05431489
0.9989126,0.98760766,-0.44541988,-0.17381872,0.58680886,0.9485105,0.9686079,-0.035309426,1.8875984,-0.054427724
0.9998663,0.99736387,0.9311372,0.9285984,0.7995152,0.8500173,0.8844988,-0.035313293,0.6060643,-0.054447707
0.90372247,0.7621962,0.06138512,0.0004990344,0.28015563,0.6153277,0.20517334,0.102073886,-0.17170648,0.12263601
0.9805317,0.91659594,-0.11192514,-0.23936859,0.32983527,0.8039454,0.18828607,-0.03280193,-0.7051703,-0.0502334
0.9737008,0.906902,0.6595113,0.63255763,0.45813906,0.5307165,0.3974965,-0.03329007,-0.21579276,-0.05037788
